epoch,train_loss,val_loss,best_val_loss,best_epoch,train_score_mse,train_score_nmse,train_score_cos,train_score_corr,train_target_energy,train_pred_energy,val_score_mse,val_score_nmse,val_score_cos,val_score_corr,val_target_energy,val_pred_energy
1,0.6068251922460904,0.5309873872333103,0.5309873872333103,1,79489.28429355282,0.9880250600466839,0.6157339259430215,0.16286549355492344,80448.07464849108,148.72535664978832,77988.73053626543,0.9774672829074624,0.6424099645496887,0.19681134003180045,79773.2401234568,382.9025091477382
2,0.5122815847151564,0.4986395444399045,0.4986395444399045,2,77667.28708419067,0.9687738121128213,0.6495339672261304,0.2159816044961474,80154.84254972565,679.6840571650753,78133.96886574074,0.9614387381223984,0.653447715147042,0.22766202397552537,81250.02415123457,1022.4285349151235
3,0.49141726954974263,0.4829388262313089,0.4829388262313089,3,77092.61168981482,0.9549428938020568,0.6561879343456692,0.2399251118363667,80708.44064643348,1321.2749912591628,74803.82214506173,0.9484534768410671,0.6610538019074335,0.2524805817339155,78840.69361496913,1574.355901572145
4,0.4818814019770943,0.47887572756520025,0.47887572756520025,4,76026.57713477366,0.9438531102303451,0.65946688534301,0.2568923987642401,80520.49373928327,1989.815398073131,75188.44182098766,0.9385272995925243,0.6603448847193777,0.26379101916595743,80081.50491898147,2388.56610001929
5,0.47499069262433935,0.47541038570580657,0.47541038570580657,5,75491.75602494855,0.9348586879803483,0.6627795403222815,0.2698588879265412,80723.56000514403,2661.2627557950746,75076.03271604938,0.9298289699318968,0.6622449442192361,0.2819987414059816,80707.34419367283,2737.887839988426
6,0.47233642285743366,0.4695202875284501,0.4695202875284501,6,74855.48538237311,0.9264315622006588,0.6639226162548091,0.28220661301344674,80768.82849794239,3350.753152863512,73961.64550540123,0.9231935749819249,0.6654040910579541,0.28369585628862737,80088.37824074074,3940.67980504919
7,0.46900385603492645,0.4703192838916072,0.4695202875284501,6,73904.17708976337,0.9197804015686809,0.6660062289859369,0.2912169333184534,80323.50991941015,3988.2891202364112,73975.2789544753,0.9176210220949149,0.6657110947149771,0.2950970650455098,80576.88764467592,4075.567472029321
8,0.46704958306091476,0.4680963732578136,0.4680963732578136,8,73893.35887774348,0.91462620872856,0.667231476781136,0.2980662123084232,80760.35110382373,4591.506633793081,73716.32679398148,0.9126156265352979,0.6664725129986987,0.3023616028420719,80749.45329861112,4541.3722342785495
9,0.4654182996278928,0.4661269457987797,0.4661269457987797,9,72998.0864026063,0.91028855970367,0.6683223385542671,0.30383675759057777,80164.11683813443,5099.062282450274,74072.07741126543,0.909534987549723,0.6668010967749136,0.30434116787380644,81420.00951003087,5341.197187258874
10,0.46447195490855414,0.4639039554713685,0.4639039554713685,10,72953.98813228738,0.906682105499367,0.6689398684128812,0.30866884101892533,80433.31978094993,5578.317887570731,72875.60472608024,0.9062394131848841,0.6696188305631096,0.3072105961081422,80383.98144290123,6242.343863329475
11,0.4626771680775657,0.4658509498761024,0.4639039554713685,10,72772.004428155,0.9040741761688996,0.6703963542998409,0.31212400919125405,80463.57913451646,5968.136247749486,72377.08320794754,0.9057975161222764,0.6686058120963014,0.313781511342084,79870.71391782408,4867.818840422454
12,0.46130991835653046,0.4626054138313105,0.4626054138313105,12,72587.51629158093,0.90202534741662,0.6713684143516425,0.31479605846771325,80440.65535408094,6302.596098170653,72533.83832947531,0.9004534471182175,0.6701574515413355,0.3164242779031212,80518.84010416667,6614.4212504822535
13,0.46188129288833,0.4642066012929987,0.4626054138313105,12,72625.75554269548,0.8997821589229201,0.6709228525436464,0.3179606324360694,80681.90671724966,6632.278715358153,72524.10760030865,0.8991098843974832,0.6698092008814399,0.32022040368598187,80643.97285879629,6182.53942660108
14,0.4611307712248814,0.46219198865655026,0.46219198865655026,14,72101.25095164609,0.8984400626726765,0.6716849053184027,0.31972369663672845,80220.17259302126,6843.005495006001,71828.11491126544,0.8985007577472263,0.6709377898110284,0.318418671908202,79934.96292438272,7653.772838300541
15,0.4607217749695719,0.46425753243175555,0.46219198865655026,14,71958.70572702332,0.8972145853873307,0.6720345568100938,0.32143773846174956,80172.34195816187,7041.513233962406,73535.74961419753,0.8964664083940012,0.6695327585126147,0.3232590920395321,81986.46637731482,6805.169786844136
16,0.4604229523403,0.46102455802905706,0.46102455802905706,16,72054.38531271434,0.8954331025174616,0.6725290101905582,0.32403681410683527,80430.1836912723,7286.568027156207,72442.1059992284,0.8953776590618087,0.6722993267907037,0.3229730713514634,80860.65623070988,8344.7416015625
17,0.4596812258123207,0.4600611471835478,0.4600611471835478,17,71802.62005529835,0.8941966892106379,0.6732814378372108,0.3257932085804488,80263.47970036008,7445.254270618999,72013.83065200617,0.8934864735897676,0.673118954528997,0.32724442967662104,80555.15829475308,7147.460555314429
18,0.4596885092791543,0.4562460168644234,0.4562460168644234,18,72056.27164566187,0.8932124922468502,0.673154386407881,0.32730061527142307,80637.56184199246,7619.815710733882,70542.43919753087,0.895038640499115,0.6755091655401536,0.32486287075796244,78787.37328317901,6909.136511381173
19,0.45906902760144613,0.45929577041555336,0.4562460168644234,18,72096.05220764746,0.8929937930427625,0.6736811939253892,0.3275074059662341,80707.5692879801,7718.047913049769,70794.37798996913,0.8911617520414753,0.6736753203250744,0.32986561162972156,79435.09525462963,7868.830125144676
20,0.4589723365787616,0.45925261356212477,0.4562460168644234,18,71612.67782278807,0.8914824776198148,0.6740163977417599,0.32969866191408764,80294.36840920782,7846.40243484225,71189.64598765432,0.8904245542891231,0.6744392387660934,0.33066369537953977,79908.70677083333,8375.521163676698
21,0.4587382792036556,0.45885670744342566,0.4562460168644234,18,71958.05227194788,0.8913673598416385,0.6742026106483815,0.32985391822044413,80694.7869416581,7960.2317459169235,71244.51435185185,0.8900799770414093,0.6743919209197715,0.33116533197002646,80021.68479938271,8445.677910397377
22,0.45853660158169124,0.45664269041132044,0.4562460168644234,18,71492.15663580247,0.8893724116768856,0.6747072034248436,0.3327482439526478,80349.308541238,8101.522655446245,71124.08871527777,0.8900866879357232,0.6761647159670606,0.3323874291814404,79845.16596257716,7257.389254195602
23,0.45838696055615064,0.4587561377772578,0.4562460168644234,18,71572.53260888203,0.8890691581903989,0.6747674526991667,0.33326921949497795,80471.26835776749,8171.822687060614,72167.93649691358,0.8915785224349411,0.6745008733537462,0.32903596295250787,80911.07320601853,8130.096015383873
24,0.45732095051858324,0.4556297453833215,0.4556297453833215,24,71049.67102409122,0.8884516451584459,0.6758070600376208,0.3341617820848326,79938.27740912208,8208.435539775162,72543.66780478395,0.8896932403246561,0.676672085126241,0.33219752973980377,81510.3055941358,8135.769728973765
25,0.45754387342717256,0.4597003674065625,0.4556297453833215,24,71512.5225105024,0.8880711148632243,0.675643421691141,0.33467032669012436,80495.57730409809,8312.533667427555,71887.91579861111,0.8883363544205088,0.6742571686520988,0.33391997549268937,80871.74766589506,9628.436465567129
26,0.45741877218169275,0.45994162647812453,0.4556297453833215,24,71472.67860082304,0.8877379276951972,0.675792392650913,0.3351379700403645,80485.25354938272,8381.824398523235,71799.98586033951,0.8880085596331844,0.674289635670038,0.3343150173440392,80824.71047453703,9135.597120949074
27,0.45650170590978917,0.4568266168788627,0.4556297453833215,24,71106.90249914266,0.8873353745548159,0.6764258981732184,0.3356699557379604,80105.84764231824,8387.472385116598,70740.39203317901,0.8872158756962529,0.6764409079963778,0.3355955163637797,79705.76875,8544.972063078703
28,0.45701680682160073,0.45846162931418716,0.4556297453833215,24,71365.1347961677,0.8870141699644437,0.6761190494882717,0.3361668262298542,80427.45175968793,8485.604561310442,71012.57120949074,0.8863037753988195,0.6749666921886397,0.3373613523112403,80095.45933641975,8078.340198206019
29,0.45700775877111405,0.457958330637143,0.4556297453833215,24,71270.43807013032,0.8857882872039889,0.6762590962345871,0.3379684654446459,80435.00473679698,8582.49169586977,71651.48387345679,0.8877240616598246,0.6753366623395755,0.3346544321672416,80681.42833719136,9198.084382233796
30,0.45574602214070176,0.4622936717521997,0.4556297453833215,24,71004.28738211592,0.8864041888010682,0.6773612523275148,0.3370598253562781,80072.91663022977,8543.168063994985,71571.91601080247,0.8986914413946646,0.6746187610390746,0.32633323691509386,79618.03956404321,5079.330524209105
31,0.4567928806580961,0.455689639441761,0.4556297453833215,24,71328.55994513031,0.8851995044284396,0.6765080536670972,0.3388033395604996,80542.22274091221,8670.217925615141,70604.65631751543,0.887047372923957,0.6779726684829335,0.3378819265483338,79567.88559027777,7106.333475597994
32,0.4556344555565686,0.45540700871267437,0.45540700871267437,32,71302.43706382888,0.8859862031105942,0.6773330031108463,0.33758359139348254,80442.74788665981,8634.911751302083,71062.25399305555,0.8859752590273633,0.6777681433124306,0.33723189646815077,80184.5425154321,9008.347412712192
33,0.45655989720497603,0.4545947403083613,0.4545947403083613,33,71716.11924296983,0.8860508753602561,0.6766600755670598,0.3375601466218794,80901.86217206791,8684.263406903721,71219.03589891976,0.8844194805180585,0.6785736750673365,0.33955064364421517,80478.2726080247,8969.987184124227
34,0.45536118316552276,0.457839681999183,0.4545947403083613,33,71060.38682913237,0.8841970936424611,0.677802748052181,0.34023749739217823,80338.65891632374,8784.068307666752,71142.50260416667,0.8836580138147613,0.6761305305692885,0.3406535779252464,80483.73285108025,9196.348044463735
35,0.45513418629172736,0.4586528300503154,0.4545947403083613,33,71127.28943329904,0.8841506406440002,0.6780049072535114,0.34023208147213785,80412.27035536694,8808.451525259345,72198.83937114198,0.8848671944053085,0.6756953159968059,0.33916556967629324,81574.76763117284,8729.237393904321
