epoch,train_loss,val_loss,best_val_loss,best_epoch,train_score_mse,train_score_nmse,train_score_cos,train_score_corr,train_target_energy,train_pred_energy,val_score_mse,val_score_nmse,val_score_cos,val_score_corr,val_target_energy,val_pred_energy
1,0.06196062084701326,0.015355046093463897,0.015355046093463897,1,0.06196062084701326,0.8501990218957265,0.8120260741975572,0.33784217958649,0.07231583595275878,0.05648052725527022,0.015355046093463897,0.2171257585287094,0.8871859431266784,0.8077553510665894,0.07071726322174073,0.04092667698860168
2,0.009950515669253137,0.005563863553106785,0.005563863553106785,2,0.009950515669253137,0.1394650313589308,0.8787267181608412,0.8723776366975572,0.0711830660700798,0.05837956418593725,0.005563863553106785,0.0921675369143486,0.9551810026168823,0.9165373682975769,0.05990239977836609,0.051242291927337646
3,0.006941999391549164,0.006741653010249138,0.005563863553106785,2,0.006941999391549164,0.09507237358225716,0.9516064140531751,0.9153338829676311,0.072462623897526,0.06374981039100223,0.006741653010249138,0.09075799733400344,0.716998291015625,0.9241168975830079,0.07455414533615112,0.06342905312776566
4,0.0057567794600294694,0.004955541342496872,0.004955541342496872,4,0.0057567794600294694,0.07959396524561776,0.9365170730484856,0.930288385020362,0.07189300921228196,0.06478132439984216,0.004955541342496872,0.06667726933956146,0.9080619812011719,0.9422585606575012,0.07453235983848572,0.06420630365610122
5,0.004869706876989868,0.004279497545212507,0.004279497545212507,5,0.004869706876989868,0.06944816377427843,0.9041819055875142,0.9425253801875644,0.0702382837732633,0.0642622568541103,0.004279497545212507,0.06040598601102829,0.9777847766876221,0.9471770405769349,0.07074519097805024,0.0690264917910099
6,0.004180773213091824,0.004179154243320227,0.004179154243320227,6,0.004180773213091824,0.057929023934735195,0.9226213918791877,0.9524455653296576,0.07186817278464636,0.06685642070240444,0.004179154243320227,0.05289275720715523,0.8181289076805115,0.9570345282554626,0.07918393164873123,0.06971360594034196
7,0.0036000252183940673,0.003099565440788865,0.003099565440788865,7,0.0036000252183940673,0.050645606054200064,0.9541069428126018,0.9567215853267246,0.07080616487397087,0.06669874886671702,0.003099565440788865,0.04477363079786301,0.9792015314102173,0.9604621529579163,0.06919700056314468,0.06656586527824401
8,0.003189272330039077,0.0035520115867257117,0.003099565440788865,7,0.003189272330039077,0.04569660814272033,0.9715126593907674,0.9606546693378024,0.06972419752015008,0.06609112073977788,0.0035520115867257117,0.044647172838449475,0.968792998790741,0.9624707698822021,0.07843718752264976,0.0736776553094387
9,0.003307192265573475,0.0031648270320147275,0.003099565440788865,7,0.003307192265573475,0.04540923395090633,0.9483364979426067,0.961665215757158,0.07269413140085008,0.06903527180353801,0.0031648270320147275,0.045397914946079254,0.9817570686340332,0.9584663510322571,0.06920803636312485,0.06740769594907761
10,0.002999331502036916,0.002651524543762207,0.002651524543762207,10,0.002999331502036916,0.04299844817982779,0.9773504098256429,0.962238081296285,0.06982701238658694,0.06680794854958852,0.002651524543762207,0.03747035562992096,0.9719188213348389,0.9652358293533325,0.07060212790966033,0.06667515039443969
11,0.0029974249553763204,0.003008378017693758,0.002651524543762207,10,0.0029974249553763204,0.0418476348121961,0.9735451181729634,0.9634741120868259,0.07161620126830207,0.06846119612455367,0.003008378017693758,0.038579695671796796,0.9874253511428833,0.9658076524734497,0.07719401270151138,0.07606603801250458
12,0.002862424755262004,0.002838351856917143,0.002651524543762207,10,0.002862424755262004,0.041215855793820484,0.977607700559828,0.9645724031660292,0.06934804469347,0.06641484664546118,0.002838351856917143,0.038779355585575104,0.7491259574890137,0.9689101457595826,0.07321368753910065,0.06782081425189972
