epoch,train_loss,val_loss,best_val_loss,best_epoch,train_score_mse,train_score_nmse,train_score_cos,train_score_corr,train_target_energy,train_pred_energy,val_score_mse,val_score_nmse,val_score_cos,val_score_corr,val_target_energy,val_pred_energy
1,0.02770984669526418,0.012410713732242585,0.012410713732242585,1,0.02770984669526418,0.3901369190878338,0.922466391324997,0.6091308415763907,0.07108062869972653,0.045922506186697215,0.012410713732242585,0.1777159869670868,0.984350073337555,0.8517944574356079,0.06977548599243164,0.044756773859262466
2,0.008715590586264928,0.007418404147028923,0.007418404147028923,2,0.008715590586264928,0.12268678661849763,0.9619671874576144,0.8960966388384501,0.07107602539989684,0.06547650843858718,0.007418404147028923,0.10544830560684204,0.9881260871887207,0.90472811460495,0.07033952474594116,0.06503391563892365
3,0.007050959145029386,0.006247154343873263,0.006247154343873263,3,0.007050959145029386,0.09829486575391558,0.9879336701499091,0.9124192953109741,0.07174158063199786,0.06329023738702139,0.006247154343873263,0.08838505446910858,0.9859224796295166,0.9207206964492798,0.07067811489105225,0.0634388878941536
4,0.0059392228826052615,0.005409437883645296,0.005409437883645296,4,0.0059392228826052615,0.08310246119896571,0.9897549496756659,0.9258552723460727,0.0714906374613444,0.06530917319986555,0.005409437883645296,0.07660901099443436,0.9897425770759583,0.9316641211509704,0.07074746787548065,0.062019515037536624
5,0.005415253589550654,0.005538040213286877,0.005409437883645296,4,0.005415253589550654,0.07535070280234019,0.9893890672259861,0.9347422122955322,0.0718624676267306,0.06656688501437505,0.005538040213286877,0.0777230516076088,0.9851635217666626,0.9368778944015503,0.07124631106853485,0.05601767152547836
6,0.004982368058214585,0.004849618393927812,0.004849618393927812,6,0.004982368058214585,0.07007418622573217,0.9897620956103007,0.9391536050372653,0.0710941516690784,0.06567357596423891,0.004849618393927812,0.06848184615373612,0.9902809619903564,0.9389352679252625,0.07077191323041916,0.0668094128370285
7,0.0047814269860585535,0.004854251630604267,0.004849618393927812,6,0.0047814269860585535,0.06751691401004792,0.9903872728347778,0.940253476301829,0.07080991880761253,0.06615279962619146,0.004854251630604267,0.06960905194282532,0.9875861644744873,0.9401976346969605,0.06975367069244384,0.05837254300713539
8,0.0048586394016941386,0.004656722955405712,0.004656722955405712,8,0.0048586394016941386,0.06831636677185694,0.9896397511164348,0.9407579713397556,0.07111597210168838,0.06628819927573204,0.004656722955405712,0.06505972743034363,0.9915961980819702,0.9422622561454773,0.0715560644865036,0.06664798557758331
9,0.004768856376823452,0.005312030110508204,0.004656722955405712,8,0.004768856376823452,0.06688221875164244,0.9902811924616496,0.9413865327835083,0.07128798365592956,0.06652694212065803,0.005312030110508204,0.07627764046192169,0.993569839000702,0.9404930710792542,0.06965412050485612,0.07692080736160278
10,0.004781473386618826,0.0045927222818136215,0.0045927222818136215,10,0.004781473386618826,0.06767145428392622,0.9883730199601916,0.9421000361442566,0.07065619379281998,0.06641060759623846,0.0045927222818136215,0.06576407849788665,0.9932518243789673,0.941722297668457,0.06977994590997696,0.0684990793466568
11,0.004765955586400297,0.004702911525964737,0.0045927222818136215,10,0.004765955586400297,0.06660167872905731,0.9909618457158407,0.9421633243560791,0.07155277762148116,0.06694516183601486,0.004702911525964737,0.06594266891479492,0.9933089971542358,0.9421379923820495,0.07127840667963029,0.0719336524605751
12,0.00471831558065282,0.004700984619557857,0.0045927222818136215,10,0.00471831558065282,0.06592651539378697,0.991405701637268,0.9428016768561469,0.07154268241590923,0.06708110786146587,0.004700984619557857,0.06565375179052353,0.9893999099731445,0.9432175278663635,0.07157300710678101,0.06215299516916275
13,0.004575502375761668,0.004531759861856699,0.004531759861856699,13,0.004575502375761668,0.06438895728853014,0.9925339354409112,0.9429218331972758,0.0710648270116912,0.06641342871718936,0.004531759861856699,0.06458475142717361,0.9899512887001037,0.943231737613678,0.07016676664352417,0.061198917031288144
14,0.004583252200649844,0.004400360956788063,0.004400360956788063,14,0.004583252200649844,0.06428628166516621,0.9919547981686062,0.943264573150211,0.07127449876732296,0.06665166666110357,0.004400360956788063,0.06329005062580109,0.9896003007888794,0.9443705320358277,0.06951509118080139,0.06196287423372269
15,0.0046965013154678876,0.00474921902641654,0.004400360956788063,14,0.0046965013154678876,0.06581990992029509,0.9915099355909559,0.9423465808232625,0.07135567466417948,0.06692712389760547,0.00474921902641654,0.06587324291467667,0.9764737606048584,0.9443032026290894,0.07206503301858902,0.06145166456699371
16,0.004613640221456687,0.00459069088101387,0.004400360956788063,14,0.004613640221456687,0.06491331391864352,0.990646074877845,0.9434929066234164,0.07106682691309187,0.0665608094798194,0.00459069088101387,0.06392040848731995,0.9921741366386414,0.9435975551605225,0.07181710600852967,0.06432662382721901
17,0.004590427089068625,0.004484512843191624,0.004400360956788063,14,0.004590427089068625,0.06470449351602131,0.9929448458883497,0.9428052253193325,0.07094120168023639,0.06628362735112509,0.004484512843191624,0.06397250294685364,0.9939599514007569,0.9435174822807312,0.07010784298181534,0.06770233362913132
18,0.004561609319514699,0.00477900430560112,0.004400360956788063,14,0.004561609319514699,0.06388809647825029,0.9926753335528904,0.9435887959268358,0.07139723400274912,0.06703660587469737,0.00477900430560112,0.0658951923251152,0.9873066902160644,0.943216598033905,0.07252613604068756,0.06177762746810913
19,0.004513504480322202,0.004449887573719025,0.004400360956788063,14,0.004513504480322202,0.06413403708073828,0.9927910036510892,0.943649963537852,0.0703747034072876,0.06577572143740124,0.004449887573719025,0.0623300239443779,0.9937185168266296,0.9445253252983093,0.07138015329837799,0.06575513929128647
20,0.004504715030392011,0.0048627546988427636,0.004400360956788063,14,0.004504715030392011,0.06339763195978271,0.9927971760431925,0.9444282386038039,0.07105111281077067,0.06671653456158108,0.0048627546988427636,0.06795584112405777,0.9831745982170105,0.9422752022743225,0.07155369818210602,0.061109712719917296
21,0.004709368157717917,0.004416533187031746,0.004400360956788063,14,0.004709368157717917,0.06575726336903043,0.9911001629299587,0.9437452925576104,0.07162236124277115,0.0669343211584621,0.004416533187031746,0.06376619935035706,0.99353107213974,0.9431836485862732,0.0692559838294983,0.06493553370237351
22,0.004522822838690546,0.004655136819928884,0.004400360956788063,14,0.004522822838690546,0.06408841965927017,0.9929040445221795,0.9437557339668274,0.07056443062093523,0.06628097593784332,0.004655136819928884,0.06445022225379944,0.9938150644302368,0.9436514973640442,0.0722364604473114,0.07038367092609406
23,0.004621664486411545,0.004812519624829292,0.004400360956788063,14,0.004621664486411545,0.06482319566938612,0.9927276147736444,0.9434767060809666,0.07129735052585602,0.06687365687555737,0.004812519624829292,0.06705359220504761,0.9945083618164062,0.9442567706108094,0.07176471948623657,0.07594746202230454
24,0.004612964246835973,0.004620387684553862,0.004400360956788063,14,0.004612964246835973,0.06428088628583484,0.9921928485234578,0.94434046347936,0.0717642926507526,0.06742529571056366,0.004620387684553862,0.06317784562706948,0.9942079782485962,0.9438927173614502,0.07313223779201508,0.06850914359092712
25,0.004434717115428713,0.004427070170640946,0.004400360956788063,14,0.004434717115428713,0.062377636465761395,0.9936997069252862,0.9445106863975525,0.07110033912791146,0.06679065028826396,0.004427070170640946,0.061568104475736615,0.9930661916732788,0.9447780966758728,0.07190144211053848,0.06643285751342773
26,0.004447613511648443,0.004413124453276396,0.004400360956788063,14,0.004447613511648443,0.06203211338983642,0.9938909265730116,0.9446924633449978,0.07168920222255919,0.06713138537274467,0.004413124453276396,0.06189409196376801,0.9928194046020508,0.94527508020401,0.07133642584085464,0.06480737328529358
27,0.004488478414714336,0.004521741904318333,0.004400360956788063,14,0.004488478414714336,0.06265402767393324,0.9934022347132365,0.9443292286660936,0.07162156833542718,0.06724290086163415,0.004521741904318333,0.06294030845165252,0.9928242206573487,0.9440494656562806,0.0718367874622345,0.06632522642612457
28,0.004567863254083528,0.004826327413320541,0.004400360956788063,14,0.004567863254083528,0.0637768449054824,0.9929074101977878,0.9439604851934645,0.07163035803371005,0.06697715280784501,0.004826327413320541,0.06783798933029175,0.9948830366134643,0.9448419690132142,0.07113083899021148,0.07563202530145645
29,0.0046091585523552366,0.004730574414134025,0.004400360956788063,14,0.0046091585523552366,0.06391615942120552,0.9929077678256565,0.9439666443400913,0.07209273444281684,0.0678977189792527,0.004730574414134025,0.06541085541248322,0.9904471278190613,0.9430549144744873,0.07232877612113953,0.0629028245806694
30,0.004511332532597913,0.004764899704605341,0.004400360956788063,14,0.004511332532597913,0.06322962434755432,0.9931424591276381,0.9441608786582947,0.07133006867435243,0.06671597990724776,0.004764899704605341,0.06663486808538437,0.9946741342544556,0.9421196818351746,0.07151573598384857,0.07245530486106873
31,0.004558817814621661,0.004495260864496231,0.004400360956788063,14,0.004558817814621661,0.06372615214851167,0.9926166190041437,0.9436984115176731,0.07153569989734226,0.06711322400305006,0.004495260864496231,0.06398667097091675,0.9943845748901368,0.9432385921478271,0.07027441263198853,0.06801731884479523
32,0.004474804922938347,0.004379263892769813,0.004379263892769813,32,0.004474804922938347,0.06254623830318451,0.9926824556456672,0.9451525727907817,0.07154765807920033,0.06727562447388967,0.004379263892769813,0.062011999636888505,0.9938215613365173,0.944741177558899,0.07060584127902984,0.06691344380378723
33,0.004505482895506753,0.0043899652548134325,0.004379263892769813,32,0.004505482895506753,0.06282665290766293,0.9933540423711141,0.944230838616689,0.07170544068018596,0.06728014482392206,0.0043899652548134325,0.061495997756719586,0.9930901885032654,0.9455502510070801,0.0713704615831375,0.06712894886732101
34,0.004479798705627521,0.004401825368404388,0.004379263892769813,32,0.004479798705627521,0.06266427023543251,0.9932861195670234,0.9444132526715596,0.07146659360991583,0.06709986925125122,0.004401825368404388,0.06315795332193375,0.9927979946136475,0.9448888897895813,0.06969230473041535,0.06100155487656593
35,0.004486854105359978,0.004393512755632401,0.004379263892769813,32,0.004486854105359978,0.06259192691908942,0.9935974253548516,0.9445621252059937,0.07166130112277137,0.06706587606006198,0.004393512755632401,0.06298916935920715,0.9940513253211976,0.943752932548523,0.06975063979625702,0.06590948700904846
36,0.004421599271396796,0.004336964059621096,0.004336964059621096,36,0.004421599271396796,0.061868786397907466,0.993592831823561,0.9450895693567064,0.07145950661765205,0.06713923646344079,0.004336964059621096,0.06137959063053131,0.9939555764198303,0.9454640030860901,0.07063658833503723,0.06694303750991822
37,0.004440259747207164,0.0042990950867533686,0.0042990950867533686,37,0.004440259747207164,0.06273568347096443,0.9936144378450181,0.9441043509377374,0.07077011366685232,0.06634969231155184,0.0042990950867533686,0.06239747852087021,0.99421226978302,0.9441231608390808,0.0689080685377121,0.06478266716003418
38,0.0044220733559793895,0.004478558152914047,0.0042990950867533686,37,0.0044220733559793895,0.06235583167937067,0.9936867396036784,0.9446056061320834,0.07090809212790596,0.06653750621610217,0.004478558152914047,0.0641897276043892,0.9942242860794067,0.9435293316841126,0.06976699531078338,0.06824548393487931
39,0.004459123975700802,0.004428499843925238,0.0042990950867533686,37,0.004459123975700802,0.06265855414999856,0.993559636010064,0.9443250960773892,0.07116354488664203,0.06677359607484605,0.004428499843925238,0.061783497035503385,0.9936110496520996,0.94492609500885,0.0716906189918518,0.07005637884140015
40,0.004427673791845639,0.00445667402818799,0.0042990950867533686,37,0.004427673791845639,0.06233254406187269,0.9931637313630846,0.9448266877068414,0.07102241350544823,0.06689069105519188,0.00445667402818799,0.06279345080256463,0.994194769859314,0.9442914366722107,0.07097507417201995,0.06428386270999908
41,0.004543951329671675,0.004392789024859667,0.0042990950867533686,37,0.004543951329671675,0.06326234348946147,0.9930265824000041,0.9440193335215251,0.0717995478047265,0.06727081338564554,0.004392789024859667,0.06145589426159859,0.9943007826805115,0.9454749584197998,0.07149383425712585,0.06799348294734955
42,0.0045387311942047546,0.0047506802715361115,0.0042990950867533686,37,0.0045387311942047546,0.06323130908939574,0.9929160846604241,0.9440040641360813,0.07177642285823822,0.06731828335258695,0.0047506802715361115,0.06590140908956528,0.9943532228469849,0.9432886719703675,0.0721541851758957,0.07291590869426727
43,0.004525261724160777,0.004356370959430933,0.0042990950867533686,37,0.004525261724160777,0.06340785291459826,0.9932702567842272,0.9437556915813022,0.07135232951905993,0.06703199479315015,0.004356370959430933,0.06236734613776207,0.9941567420959473,0.9438128590583801,0.06981703490018845,0.06587005257606507
44,0.004462199699547555,0.0043176553212106224,0.0042990950867533686,37,0.004462199699547555,0.06277413873208894,0.9933362232314216,0.9442002985212538,0.07106442732943428,0.06678726491000918,0.0043176553212106224,0.06109885275363922,0.9931229829788208,0.946190881729126,0.07064226269721985,0.06250040382146835
45,0.0044756489288475775,0.004258128255605698,0.004258128255605698,45,0.0044756489288475775,0.06231681298878458,0.9929585417111715,0.9445282975832622,0.07182469367980956,0.06732484052578608,0.004258128255605698,0.06148285195231438,0.9926609754562378,0.9453020215034484,0.06923977732658386,0.0639618456363678
